"행정구역","2023년06월_남_총인구수","2023년06월_남_연령구간인구수","2023년06월_남_0~9세","2023년06월_남_10~19세","2023년06월_남_20~29세","2023년06월_남_30~39세","2023년06월_남_40~49세","2023년06월_남_50~59세","2023년06월_남_60~69세","2023년06월_남_70~79세","2023년06월_남_80~89세","2023년06월_남_90~99세","2023년06월_남_100세 이상","2023년06월_여_총인구수","2023년06월_여_연령구간인구수","2023년06월_여_0~9세","2023년06월_여_10~19세","2023년06월_여_20~29세","2023년06월_여_30~39세","2023년06월_여_40~49세","2023년06월_여_50~59세","2023년06월_여_60~69세","2023년06월_여_70~79세","2023년06월_여_80~89세","2023년06월_여_90~99세","2023년06월_여_100세 이상"
"충청북도 괴산군 청천면(4376036000)","2,679","2,679","60","100","138","110","207","498","887","444","213","22","0","2,486","2,486","53","80","72","82","159","450","735","426","361","66","2"
"충청북도 괴산군 청안면(4376037000)","1,746","1,746","53","59","94","103","144","352","538","259","127","17","0","1,658","1,658","57","57","68","72","94","290","451","261","260","45","3"
"충청북도 괴산군 사리면(4376039000)","1,349","1,349","35","41","99","70","125","274","383","206","107","8","1","1,259","1,259","22","41","63","52","91","209","319","215","210","35","2"
"충청북도 괴산군 소수면(4376040000)","1,084","1,084","30","28","48","66","89","190","354","199","70","10","0","1,010","1,010","26","22","34","43","65","177","301","176","138","28","0"
"충청북도 괴산군 불정면(4376041000)","1,399","1,399","34","53","68","73","118","253","425","240","123","12","0","1,276","1,276","27","37","34","43","72","221","358","257","195","31","1"
"충청북도 음성군 (4377000000)","48,772","48,772","2,447","3,759","4,869","5,177","7,167","9,595","9,474","4,231","1,884","161","8","43,028","43,028","2,314","3,380","3,613","3,800","5,683","7,684","8,208","4,332","3,388","608","18"
"충청북도 음성군 음성읍(4377025000)","8,572","8,572","399","632","867","766","1,157","1,668","1,807","861","382","32","1","8,150","8,150","357","623","616","650","953","1,519","1,684","971","667","107","3"
"충청북도 음성군 금왕읍(4377025300)","10,486","10,486","523","950","1,172","1,102","1,688","2,186","1,830","679","323","32","1","8,988","8,988","463","809","830","753","1,386","1,703","1,587","792","563","97","5"
"충청북도 음성군 소이면(4377031000)","1,499","1,499","24","57","87","103","128","244","433","262","146","15","0","1,366","1,366","20","52","53","50","69","194","373","262","256","36","1"
"충청북도 음성군 원남면(4377032000)","1,561","1,561","26","53","88","91","125","269","490","284","121","13","1","1,423","1,423","29","36","51","64","64","223","402","256","238","58","2"
"충청북도 음성군 맹동면(4377033000)","6,946","6,946","653","638","667","1,237","1,294","1,016","908","379","142","12","0","6,335","6,335","647","605","653","1,052","1,083","840","756","359","298","42","0"
"충청북도 음성군 대소면(4377034000)","8,544","8,544","430","803","960","954","1,396","1,936","1,362","492","192","18","1","6,968","6,968","435","657","686","615","1,132","1,451","1,082","471","388","51","0"
"충청북도 음성군 삼성면(4377035000)","3,666","3,666","111","183","313","306","461","792","905","399","180","15","1","2,912","2,912","75","156","177","171","280","565","733","371","314","69","1"
"충청북도 음성군 생극면(4377036000)","2,431","2,431","68","120","208","173","259","500","625","315","153","8","2","2,064","2,064","65","102","115","105","158","368","524","305","250","69","3"
"충청북도 음성군 감곡면(4377037000)","5,067","5,067","213","323","507","445","659","984","1,114","560","245","16","1","4,822","4,822","223","340","432","340","558","821","1,067","545","414","79","3"
"충청북도 단양군 (4380000000)","14,096","14,096","490","939","1,052","930","1,495","2,745","3,697","1,838","837","72","1","13,603","13,603","445","794","757","762","1,278","2,347","3,385","2,087","1,507","232","9"
"충청북도 단양군 단양읍(4380025000)","5,088","5,088","270","456","516","480","697","993","1,002","450","206","18","0","4,988","4,988","256","420","405","409","638","864","1,004","567","362","60","3"
"충청북도 단양군 매포읍(4380025300)","2,616","2,616","116","193","238","193","323","528","542","330","144","9","0","2,436","2,436","93","160","148","152","250","410","508","399","287","29","0"
"충청북도 단양군 대강면(4380031000)","1,199","1,199","25","47","64","40","87","232","397","207","92","8","0","1,200","1,200","21","44","50","41","77","205","337","212","173","39","1"
"충청북도 단양군 가곡면(4380032000)","1,085","1,085","26","73","54","37","81","197","336","194","82","5","0","961","961","16","46","30","30","59","173","302","159","123","22","1"
"충청북도 단양군 영춘면(4380033000)","1,483","1,483","22","86","67","64","115","300","461","236","123","9","0","1,626","1,626","23","59","46","43","143","311","464","304","207","26","0"
"충청북도 단양군 어상천면(4380034000)","1,027","1,027","11","33","47","33","72","194","379","158","95","5","0","838","838","11","19","20","26","38","153","285","150","116","20","0"
"충청북도 단양군 적성면(4380035000)","781","781","10","13","25","44","65","140","282","135","55","12","0","736","736","13","11","25","28","34","103","239","148","117","15","3"
"충청북도 단양군 단성면(4380036000)","817","817","10","38","41","39","55","161","298","128","40","6","1","818","818","12","35","33","33","39","128","246","148","122","21","1"
"충청남도  (4400000000)","1,088,924","1,088,924","75,791","104,453","127,113","136,174","173,210","182,841","162,966","82,626","39,395","4,289","66","1,037,450","1,037,450","72,100","97,454","101,310","114,950","152,482","161,571","158,344","93,771","71,324","13,691","453"
"충청남도 천안시 (4413000000)","337,515","337,515","26,856","34,913","48,714","52,816","58,502","54,369","39,290","15,328","6,132","585","10","321,417","321,417","25,470","32,849","42,742","45,791","53,750","52,006","37,980","17,539","11,142","2,076","72"
"충청남도 천안시 동남구 (4413100000)","130,782","130,782","8,695","13,202","18,102","16,776","21,356","22,428","18,694","7,958","3,237","328","6","127,347","127,347","8,301","12,439","15,979","14,627","20,125","21,657","18,391","8,937","5,742","1,111","38"
"충청남도 천안시 동남구 목천읍(4413125000)","12,093","12,093","678","1,234","1,461","1,137","2,003","2,548","1,871","786","334","39","2","11,498","11,498","614","1,086","1,150","1,001","1,855","2,264","1,778","943","659","144","4"
"충청남도 천안시 동남구 풍세면(4413131000)","2,194","2,194","58","99","233","198","250","387","547","277","132","13","0","1,804","1,804","46","88","132","106","141","282","478","261","215","55","0"
"충청남도 천안시 동남구 광덕면(4413132000)","2,122","2,122","46","91","165","155","207","385","620","319","119","15","0","2,046","2,046","41","67","100","124","172","368","544","303","265","60","2"
"충청남도 천안시 동남구 북면(4413133000)","2,265","2,265","46","100","202","171","281","456","586","283","124","16","0","2,054","2,054","52","92","115","125","195","380","547","279","221","47","1"
"충청남도 천안시 동남구 성남면(4413134000)","1,562","1,562","22","70","100","101","164","320","431","228","118","8","0","1,451","1,451","35","74","88","63","112","225","374","246","183","51","0"
"충청남도 천안시 동남구 수신면(4413135000)","1,221","1,221","11","43","110","113","143","233","306","170","86","6","0","990","990","19","34","64","50","62","151","253","163","166","27","1"
"충청남도 천안시 동남구 병천면(4413136000)","3,387","3,387","105","162","513","339","454","613","701","324","154","22","0","2,861","2,861","97","159","236","210","293","524","649","340","287","64","2"
"충청남도 천안시 동남구 동면(4413137000)","1,086","1,086","6","30","67","52","105","208","318","194","99","7","0","914","914","6","18","50","33","36","139","242","169","176","42","3"
"충청남도 천안시 동남구 중앙동(4413151000)","2,727","2,727","70","132","250","323","334","531","599","332","141","15","0","2,478","2,478","91","109","242","218","260","378","573","373","207","27","0"
"충청남도 천안시 동남구 문성동(4413152000)","4,007","4,007","334","335","514","796","672","581","515","177","72","11","0","3,908","3,908","307","327","544","651","628","552","487","267","128","17","0"
"충청남도 천안시 동남구 원성1동(4413153000)","4,319","4,319","154","343","566","433","613","792","833","401","164","19","1","3,976","3,976","158","252","399","348","471","757","837","437","255","61","1"
"충청남도 천안시 동남구 원성2동(4413154000)","4,637","4,637","119","309","592","489","627","900","858","489","234","20","0","4,429","4,429","118","269","431","359","532","838","923","538","370","50","1"
"충청남도 천안시 동남구 봉명동(4413155000)","8,967","8,967","485","687","1,347","1,324","1,424","1,606","1,353","545","176","19","1","8,495","8,495","429","635","1,223","1,033","1,255","1,516","1,362","634","344","61","3"
"충청남도 천안시 동남구 일봉동(4413156000)","11,097","11,097","782","1,581","1,359","1,004","1,974","2,068","1,498","574","234","23","0","11,247","11,247","781","1,544","1,151","1,094","2,084","2,021","1,412","706","383","69","2"
"충청남도 천안시 동남구 신방동(4413157000)","22,377","22,377","1,826","2,995","3,332","3,186","4,372","3,633","2,115","656","238","23","1","21,206","21,206","1,598","2,692","2,637","2,715","4,252","3,636","2,129","884","562","97","4"
"충청남도 천안시 동남구 청룡동(4413158000)","28,899","28,899","2,774","3,659","3,628","4,190","5,241","4,590","3,146","1,189","433","48","1","29,137","29,137","2,746","3,531","3,286","4,037","5,392","4,641","3,258","1,319","781","141","5"
"충청남도 천안시 동남구 신안동(4413159000)","17,822","17,822","1,179","1,332","3,663","2,765","2,492","2,577","2,397","1,014","379","24","0","18,853","18,853","1,163","1,462","4,131","2,460","2,385","2,985","2,545","1,075","540","98","9"
"충청남도 천안시 서북구 (4413300000)","206,733","206,733","18,161","21,711","30,612","36,040","37,146","31,941","20,596","7,370","2,895","257","4","194,070","194,070","17,169","20,410","26,763","31,164","33,625","30,349","19,589","8,602","5,400","965","34"
"충청남도 천안시 서북구 성환읍(4413325000)","12,113","12,113","433","1,042","1,486","1,065","1,828","2,349","2,172","1,147","540","50","1","11,055","11,055","384","944","1,108","731","1,473","1,943","2,082","1,313","909","161","7"
"충청남도 천안시 서북구 성거읍(4413325300)","10,870","10,870","666","1,079","1,343","1,183","2,038","2,184","1,481","627","246","22","1","9,635","9,635","638","1,066","955","974","1,692","1,751","1,344","697","435","83","0"
"충청남도 천안시 서북구 직산읍(4413325600)","10,771","10,771","582","943","1,417","1,534","1,952","2,040","1,451","585","248","19","0","8,949","8,949","523","836","959","991","1,471","1,647","1,311","670","456","82","3"
"충청남도 천안시 서북구 입장면(4413331000)","4,461","4,461","119","236","499","417","565","946","979","465","212","23","0","3,750","3,750","106","222","276","227","378","735","870","493","378","63","2"
"충청남도 천안시 서북구 성정1동(4413351000)","9,227","9,227","422","554","1,392","1,529","1,370","1,698","1,433","591","224","14","0","8,280","8,280","386","531","1,159","1,074","1,127","1,512","1,385","671","375","57","3"
"충청남도 천안시 서북구 성정2동(4413352000)","14,222","14,222","359","560","3,182","3,524","2,352","2,071","1,512","499","151","12","0","11,624","11,624","346","559","2,929","2,258","1,559","1,647","1,351","598","305","70","2"
"충청남도 천안시 서북구 쌍용1동(4413353000)","6,556","6,556","368","564","1,077","1,016","894","1,065","1,022","407","126","15","2","6,760","6,760","312","560","1,090","763","903","1,222","1,164","440","257","47","2"
"충청남도 천안시 서북구 쌍용2동(4413354000)","17,713","17,713","1,284","2,289","2,947","2,306","2,825","3,169","2,054","583","228","28","0","18,341","18,341","1,214","2,091","2,711","2,293","3,192","3,584","1,951","786","434","84","1"
"충청남도 천안시 서북구 쌍용3동(4413355000)","8,724","8,724","508","1,112","1,318","1,070","1,321","1,593","1,193","425","164","20","0","9,324","9,324","542","948","1,129","1,002","1,534","1,839","1,229","600","432","66","3"
"충청남도 천안시 서북구 백석동(4413356000)","19,947","19,947","2,253","3,053","2,492","2,755","4,048","3,049","1,626","487","171","13","0","19,683","19,683","2,173","2,798","2,248","2,919","3,984","3,009","1,634","544","311","59","4"
"충청남도 천안시 서북구 불당1동(4413356600)","16,212","16,212","1,694","2,309","2,227","2,858","2,956","2,641","1,145","271","105","6","0","16,194","16,194","1,610","2,155","2,079","2,861","3,259","2,676","1,030","294","187","42","1"
"충청남도 천안시 서북구 불당2동(4413356700)","18,546","18,546","2,895","2,830","1,849","3,255","4,448","2,219","785","208","52","5","0","18,518","18,518","2,727","2,768","1,914","3,687","4,253","2,085","711","212","141","20","0"
"충청남도 천안시 서북구 부성1동(4413358000)","25,915","25,915","2,099","2,148","5,236","5,707","4,120","3,635","2,037","633","280","20","0","24,267","24,267","1,933","2,064","5,017","4,508","3,807","3,674","1,951","784","456","69","4"
"충청남도 천안시 서북구 부성2동(4413359000)","31,456","31,456","4,479","2,992","4,147","7,821","6,429","3,282","1,706","442","148","10","0","27,690","27,690","4,275","2,868","3,189","6,876","4,993","3,025","1,576","500","324","62","2"
"충청남도 공주시 (4415000000)","51,289","51,289","2,410","4,161","5,848","4,648","6,430","8,860","10,282","5,598","2,715","333","4","51,464","51,464","2,261","3,884","5,108","3,826","5,802","8,303","10,228","6,095","4,943","982","32"
"충청남도 공주시 유구읍(4415025000)","3,536","3,536","92","185","234","228","404","559","947","578","277","32","0","3,512","3,512","81","185","144","129","287","548","957","595","509","75","2"
"충청남도 공주시 이인면(4415031000)","1,588","1,588","32","67","94","97","142","294","443","272","125","22","0","1,496","1,496","41","46","55","76","86","221","377","264","274","55","1"
"충청남도 공주시 탄천면(4415032000)","1,450","1,450","20","53","88","100","124","246","381","261","146","31","0","1,370","1,370","30","62","53","70","67","159","348","246","266","63","6"
"충청남도 공주시 계룡면(4415033000)","2,700","2,700","62","141","166","132","240","529","739","460","204","26","1","2,564","2,564","55","115","101","111","169","374","726","428","401","81","3"
"충청남도 공주시 반포면(4415034000)","2,185","2,185","68","104","171","157","224","484","590","266","110","11","0","1,972","1,972","47","84","110","97","209","403","533","260","195","33","1"
"충청남도 공주시 의당면(4415036000)","2,347","2,347","58","153","268","182","262","457","578","263","111","15","0","2,087","2,087","65","135","150","123","226","365","480","246","236","57","4"
"충청남도 공주시 정안면(4415037000)","2,544","2,544","54","264","163","133","221","405","688","374","206","35","1","2,163","2,163","37","80","81","90","141","324","576","375","353","103","3"
"충청남도 공주시 우성면(4415038000)","2,638","2,638","79","125","176","166","275","511","664","407","206","29","0","2,390","2,390","58","112","124","112","183","343","590","402","397","67","2"
"충청남도 공주시 사곡면(4415039000)","1,410","1,410","23","75","73","76","125","256","379","230","158","15","0","1,375","1,375","25","76","56","40","78","219","318","259","257","46","1"
"충청남도 공주시 신풍면(4415040000)","1,391","1,391","33","42","75","82","117","227","430","242","121","22","0","1,712","1,712","38","38","40","62","148","304","518","298","217","47","2"
"충청남도 공주시 중학동(4415051000)","2,245","2,245","82","189","353","191","267","390","401","236","124","12","0","2,167","2,167","85","142","223","154","218","352","418","306","223","44","2"
"충청남도 공주시 웅진동(4415054000)","3,800","3,800","230","286","423","417","547","640","689","365","190","13","0","3,976","3,976","174","296","373","332","510","644","769","490","328","60","0"
"충청남도 공주시 금학동(4415055000)","2,586","2,586","129","269","324","235","365","456","467","235","98","8","0","2,744","2,744","110","366","413","205","344","403","462","228","176","35","2"
"충청남도 공주시 옥룡동(4415056000)","3,696","3,696","105","252","390","334","502","696","786","414","201","16","0","3,737","3,737","114","234","288","253","390","677","832","521","374","52","2"
"충청남도 공주시 신관동(4415057000)","9,387","9,387","575","997","1,792","1,107","1,358","1,483","1,199","589","260","26","1","10,199","10,199","545","1,042","1,938","961","1,426","1,671","1,411","715","413","77","0"
"충청남도 공주시 월송동(4415059000)","7,786","7,786","768","959","1,058","1,011","1,257","1,227","901","406","178","20","1","8,000","8,000","756","871","959","1,011","1,320","1,296","913","462","324","87","1"
"충청남도 보령시 (4418000000)","48,904","48,904","2,509","4,029","4,747","4,526","6,949","8,772","9,340","5,250","2,518","259","5","47,674","47,674","2,485","3,713","3,472","3,676","5,802","7,558","9,368","6,262","4,472","834","32"
"충청남도 보령시 웅천읍(4418025000)","2,961","2,961","70","128","195","174","311","546","787","497","222","31","0","2,929","2,929","51","121","115","129","186","458","773","538","450","106","2"
"충청남도 보령시 주포면(4418031000)","853","853","20","60","93","45","81","151","215","133","52","3","0","757","757","19","40","36","38","61","101","187","149","104","22","0"
"충청남도 보령시 오천면(4418032000)","1,100","1,100","13","46","73","57","145","221","269","184","82","10","0","955","955","15","52","42","32","67","143","265","188","128","23","0"
"충청남도 보령시 오천면어항출장소(4418032500)","843","843","21","50","68","49","119","185","197","107","43","4","0","724","724","26","37","43","27","74","125","190","106","79","16","1"
"충청남도 보령시 원산출장소(4418032900)","566","566","5","29","47","28","64","122","139","92","39","1","0","471","471","7","30","17","13","30","65","112","104","81","12","0"
"충청남도 보령시 천북면(4418033000)","1,738","1,738","42","84","113","100","177","310","441","290","164","17","0","1,592","1,592","42","60","59","62","110","218","423","295","266","54","3"
"충청남도 보령시 청소면(4418034000)","1,249","1,249","27","47","75","66","116","215","317","238","138","9","1","1,231","1,231","24","35","44","45","58","147","304","258","262","53","1"
"충청남도 보령시 청라면(4418035000)","1,837","1,837","36","92","130","93","181","316","499","300","180","10","0","1,806","1,806","38","88","72","57","135","261","448","362","289","54","2"
"충청남도 보령시 남포면(4418036000)","2,461","2,461","59","107","177","143","215","465","686","386","192","29","2","2,439","2,439","55","105","139","93","171","381","595","447","370","79","4"
"충청남도 보령시 주산면(4418038000)","1,155","1,155","15","48","51","42","90","194","319","206","158","31","1","1,149","1,149","7","33","43","34","46","138","291","245","259","50","3"
"충청남도 보령시 미산면(4418039000)","867","867","18","32","37","34","89","131","257","150","108","11","0","817","817","16","20","23","29","38","104","196","188","170","33","0"
"충청남도 보령시 성주면(4418040000)","1,008","1,008","30","49","67","60","133","190","265","151","60","3","0","1,012","1,012","24","35","44","46","83","137","288","201","135","18","1"
"충청남도 보령시 주교면(4418041000)","2,619","2,619","58","144","232","158","366","530","594","349","164","24","0","2,407","2,407","64","151","130","112","234","396","598","357","296","66","3"
"충청남도 보령시 대천1동(4418051500)","6,656","6,656","373","676","813","731","976","1,216","1,026","579","242","24","0","6,572","6,572","397","626","595","594","935","1,135","1,128","740","362","57","3"
"충청남도 보령시 대천2동(4418052500)","3,203","3,203","190","276","318","361","526","567","526","270","157","12","0","3,157","3,157","170","301","270","267","455","526","530","375","234","29","0"
"충청남도 보령시 대천3동(4418053500)","7,934","7,934","671","965","973","992","1,491","1,286","955","436","153","12","0","7,861","7,861","658","920","751","892","1,414","1,255","1,063","546","312","48","2"
"충청남도 보령시 대천4동(4418054500)","8,778","8,778","766","1,030","1,053","1,130","1,448","1,523","1,122","502","190","13","1","8,856","8,856","767","892","885","1,025","1,451","1,496","1,216","663","399","59","3"
"충청남도 보령시 대천5동(4418056500)","3,076","3,076","95","166","232","263","421","604","726","380","174","15","0","2,939","2,939","105","167","164","181","254","472","761","500","276","55","4"
"충청남도 아산시 (4420000000)","175,703","175,703","15,708","19,282","21,069","25,893","33,211","27,735","19,635","8,784","3,995","385","6","161,295","161,295","14,675","18,270","16,499","22,588","28,276","23,343","18,831","10,494","7,009","1,267","43"
"충청남도 아산시 염치읍(4420025000)","3,250","3,250","113","226","309","287","448","632","694","322","194","25","0","2,938","2,938","106","211","204","201","323","507","609","392","324","59","2"
"충청남도 아산시 배방읍(4420025300)","44,128","44,128","4,508","5,342","5,753","8,021","8,616","6,269","3,617","1,432","525","44","1","41,636","41,636","4,270","5,034","5,142","7,367","7,810","5,637","3,585","1,718","892","177","4"
"충청남도 아산시 송악면(4420031000)","2,115","2,115","69","192","139","120","262","435","472","281","137","8","0","1,995","1,995","68","173","111","103","242","308","436","279","218","56","1"
"충청남도 아산시 탕정면(4420033000)","19,704","19,704","2,964","2,697","2,236","3,627","4,502","2,306","887","333","137","15","0","17,355","17,355","2,686","2,546","1,730","3,585","3,730","1,624","772","376","252","52","2"
"충청남도 아산시 음봉면(4420035000)","10,995","10,995","1,039","1,016","1,347","1,636","2,235","1,639","1,320","533","209","21","0","9,165","9,165","1,005","1,001","739","1,352","1,557","1,287","1,194","540","392","94","4"
"충청남도 아산시 둔포면(4420036000)","13,004","13,004","1,278","873","1,360","2,680","2,645","1,839","1,490","568","242","29","0","9,892","9,892","1,134","850","804","1,820","1,534","1,306","1,252","630","470","87","5"
"충청남도 아산시 영인면(4420037000)","2,861","2,861","70","134","220","218","299","518","742","400","236","22","2","2,538","2,538","64","101","126","163","206","371","613","428","377","87","2"
"충청남도 아산시 인주면(4420038000)","3,383","3,383","100","189","279","328","534","734","700","325","170","23","1","2,586","2,586","91","152","146","166","265","450","572","353","318","70","3"
"충청남도 아산시 선장면(4420039000)","1,546","1,546","22","47","83","102","151","280","395","285","158","23","0","1,417","1,417","18","45","69","52","81","174","380","287","262","45","4"
"충청남도 아산시 도고면(4420040000)","2,266","2,266","53","80","174","154","227","434","576","345","204","19","0","2,107","2,107","52","84","117","117","148","319","529","344","341","56","0"
"충청남도 아산시 신창면(4420041000)","9,799","9,799","552","964","1,290","984","1,664","1,797","1,478","687","353","30","0","8,829","8,829","538","902","930","760","1,404","1,490","1,281","846","592","85","1"
"충청남도 아산시 온양1동(4420057000)","4,777","4,777","381","378","545","789","923","695","624","311","124","7","0","4,304","4,304","367","332","456","656","680","592","590","367","219","43","2"
"충청남도 아산시 온양2동(4420058000)","5,572","5,572","178","361","953","710","795","1,011","900","435","206","22","1","4,924","4,924","168","325","661","422","584","906","930","559","315","51","3"
"충청남도 아산시 온양3동(4420059000)","18,896","18,896","1,689","2,506","2,409","2,364","3,673","3,160","1,872","827","361","34","1","18,835","18,835","1,591","2,571","2,052","2,244","3,628","2,846","2,068","1,134","603","95","3"
"충청남도 아산시 온양4동(4420060000)","8,925","8,925","578","1,154","1,129","901","1,568","1,686","1,131","543","219","16","0","8,640","8,640","498","1,011","857","802","1,522","1,552","1,222","706","399","67","4"
"충청남도 아산시 온양5동(4420061000)","10,740","10,740","865","1,405","1,474","1,313","1,964","1,882","1,124","473","220","20","0","10,198","10,198","713","1,279","1,148","1,098","1,934","1,785","1,197","602","385","54","3"
"충청남도 아산시 온양6동(4420062000)","13,742","13,742","1,249","1,718","1,369","1,659","2,705","2,418","1,613","684","300","27","0","13,936","13,936","1,306","1,653","1,207","1,680","2,628","2,189","1,601","933","650","89","0"
"충청남도 서산시 (4421000000)","92,049","92,049","6,752","8,889","10,842","11,719","14,509","15,741","12,961","6,986","3,287","359","4","84,125","84,125","6,475","8,061","7,045","8,961","12,793","13,601","12,651","7,442","5,789","1,261","46"
"충청남도 서산시 대산읍(4421025000)","7,739","7,739","296","443","1,177","942","1,023","1,825","1,281","495","230","27","0","5,447","5,447","276","382","490","422","620","1,166","1,046","513","425","104","3"
"충청남도 서산시 인지면(4421031000)","3,618","3,618","190","351","339","243","504","736","671","371","182","30","1","3,495","3,495","170","295","213","221","474","631","630","391","372","92","6"
"충청남도 서산시 부석면(4421032000)","2,665","2,665","43","93","158","131","278","444","703","516","269","30","0","2,534","2,534","42","91","74","89","144","354","660","513","461","105","1"
"충청남도 서산시 팔봉면(4421033000)","1,671","1,671","25","54","68","70","147","308","476","354","153","16","0","1,589","1,589","19","44","45","49","89","244","438","351","255","53","2"
"충청남도 서산시 지곡면(4421034000)","4,332","4,332","244","384","375","504","684","777","746","405","194","19","0","3,715","3,715","224","380","210","286","497","617","661","429","332","74","5"
"충청남도 서산시 성연면(4421036000)","8,511","8,511","1,408","762","798","2,027","1,573","872","701","246","111","13","0","7,706","7,706","1,341","736","587","1,770","1,291","815","623","262","225","56","0"
"충청남도 서산시 음암면(4421037000)","4,745","4,745","167","379","460","407","688","893","923","511","286","30","1","4,459","4,459","178","330","269","313","572","784","880","547","483","99","4"
"충청남도 서산시 운산면(4421038000)","2,541","2,541","56","124","142","113","284","444","610","490","250","27","1","2,414","2,414","50","101","91","89","192","320","623","447","421","77","3"
"충청남도 서산시 해미면(4421039000)","3,698","3,698","83","211","436","255","424","696","783","536","247","27","0","3,413","3,413","86","197","259","167","287","549","759","566","455","84","4"
"충청남도 서산시 고북면(4421040000)","3,122","3,122","162","186","433","280","401","457","533","405","241","24","0","2,846","2,846","141","182","191","191","298","366","561","434","404","75","3"
"충청남도 서산시 부춘동(4421051000)","9,632","9,632","689","979","1,323","1,392","1,587","1,705","1,137","574","228","18","0","8,791","8,791","608","870","1,017","957","1,501","1,556","1,174","608","407","91","2"
"충청남도 서산시 동문1동(4421052500)","9,310","9,310","692","1,238","1,168","982","1,545","1,648","1,176","570","262","29","0","8,564","8,564","562","928","687","805","1,557","1,641","1,226","651","394","109","4"
"충청남도 서산시 동문2동(4421053500)","4,247","4,247","219","443","549","436","648","797","638","343","159","15","0","4,130","4,130","208","393","390","327","619","737","726","439","240","48","3"
"충청남도 서산시 수석동(4421054000)","8,226","8,226","549","961","1,101","1,081","1,427","1,384","1,018","499","185","20","1","7,879","7,879","600","983","825","802","1,350","1,269","1,026","565","375","82","2"
"충청남도 서산시 석남동(4421055000)","17,992","17,992","1,929","2,281","2,315","2,856","3,296","2,755","1,565","671","290","34","0","17,143","17,143","1,970","2,149","1,697","2,473","3,302","2,552","1,618","726","540","112","4"
"충청남도 논산시 (4423000000)","55,751","55,751","2,985","4,660","5,574","5,100","7,338","9,845","11,056","5,887","2,943","356","7","55,810","55,810","2,855","4,391","4,322","4,403","6,469","8,869","10,669","6,952","5,742","1,110","28"
"충청남도 논산시 강경읍(4423025000)","3,695","3,695","128","284","311","244","430","655","862","501","250","29","1","3,900","3,900","111","274","236","204","386","641","879","643","434","91","1"
"충청남도 논산시 연무읍(4423025300)","6,532","6,532","384","526","656","641","841","1,095","1,271","718","360","39","1","6,438","6,438","368","474","420","551","680","915","1,249","876","742","161","2"
"충청남도 논산시 성동면(4423031000)","1,928","1,928","52","69","117","143","195","318","515","299","196","24","0","1,919","1,919","54","67","85","78","104","262","467","375","370","57","0"
"충청남도 논산시 광석면(4423032000)","2,022","2,022","37","101","137","107","224","376","544","333","147","16","0","1,990","1,990","41","114","101","87","137","282","464","361","358","44","1"
"충청남도 논산시 노성면(4423033000)","1,410","1,410","44","74","97","91","156","244","340","231","121","12","0","1,381","1,381","35","67","56","75","106","184","320","248","231","54","5"
"충청남도 논산시 상월면(4423034000)","1,711","1,711","20","77","102","85","175","343","482","267","138","22","0","1,703","1,703","20","65","78","83","147","287","435","267","269","50","2"
"충청남도 논산시 부적면(4423035000)","1,733","1,733","38","68","117","109","178","344","466","255","139","18","1","1,671","1,671","38","76","81","85","120","234","422","289","258","65","3"
"충청남도 논산시 연산면(4423036000)","3,033","3,033","78","153","177","174","277","564","902","448","235","25","0","2,849","2,849","70","136","110","133","188","502","739","464","426","78","3"
"충청남도 논산시 벌곡면(4423038000)","1,245","1,245","27","86","54","67","102","234","340","218","104","13","0","1,179","1,179","25","58","46","37","68","165","320","211","199","49","1"
"충청남도 논산시 양촌면(4423039000)","2,995","2,995","173","181","218","298","253","528","694","378","233","39","0","2,924","2,924","149","168","133","253","234","453","611","439","408","75","1"
"충청남도 논산시 가야곡면(4423040000)","1,658","1,658","31","58","105","89","142","308","471","269","166","18","1","1,593","1,593","16","48","77","45","99","241","420","285","306","56","0"
"충청남도 논산시 은진면(4423041000)","2,059","2,059","45","89","248","162","241","385","498","251","125","15","0","1,809","1,809","41","91","163","76","127","275","404","279","282","69","2"
"충청남도 논산시 채운면(4423042000)","1,011","1,011","25","60","66","53","93","184","279","153","82","16","0","1,081","1,081","27","68","43","48","82","127","270","189","189","38","0"
"충청남도 논산시 취암동(4423051000)","17,371","17,371","1,410","1,968","2,374","2,193","2,880","2,873","2,220","1,010","385","55","3","17,422","17,422","1,388","1,887","2,016","1,996","2,837","2,824","2,321","1,231","782","136","4"
"충청남도 논산시 부창동(4423052000)","7,348","7,348","493","866","795","644","1,151","1,394","1,172","556","262","15","0","7,951","7,951","472","798","677","652","1,154","1,477","1,348","795","488","87","3"
"충청남도 계룡시 (4425000000)","22,706","22,706","1,857","3,291","2,673","2,680","4,081","3,885","2,653","1,147","396","41","2","22,894","22,894","1,857","2,973","2,095","2,524","4,349","3,900","2,926","1,267","831","165","7"
"충청남도 계룡시 두마면(4425031000)","5,925","5,925","527","720","653","891","963","1,003","785","292","86","5","0","6,100","6,100","520","651","590","870","1,073","1,081","801","300","170","41","3"
"충청남도 계룡시 엄사면(4425031500)","8,448","8,448","482","1,085","1,092","757","1,282","1,695","1,237","560","232","24","2","8,828","8,828","459","936","873","709","1,410","1,751","1,409","672","508","98","3"
"충청남도 계룡시 신도안면(4425033000)","4,162","4,162","565","956","370","622","1,170","446","23","8","1","1","0","3,896","3,896","578","874","291","595","1,128","303","79","31","15","2","0"
